% first column refers to label in round, second column is the guess
% Please enter "0" if the label was not present in the round
% First Round
1	1
2	0
3	2
4	5
5	0
6	4
7	3
8	0

% Second Round
1	2
2	1
3	0
4	0
5	4
6	0
7	3
8	5

% Third Round
1	0
2	1
3	0
4	3
5	0
6	4
7	2
8	5
