% first column refers to label in round, second column is the guess
% Please enter "0" if the label was not present in the round
% First Round
1	0
2	6
3	0
4	3
5	4
6	0
7	5
8	1

% Second Round
1	0
2	7
3	0
4	5
5	1
6	3
7	0
8	6

% Third Round
1	5
2	2
3	0
4	0
5	3
6	7
7	4
8	0
